#NAME	Starting Angle	5 Periods of Swing
#VAR	\theta	5T
#UNIT	deg	s
0	6.82
0	6.74
0	6.69
0	6.77
0	6.83
40.2	6.07
40.2	5.99
40.2	6.04
40.2	5.97
40.2	6.07
46.6	6.00
46.6	6.14
46.6	6.35
46.6	6.16
46.6	6.23
68.5	6.01
68.5	5.91
68.5	5.82
68.5	6.08
68.5	5.93
74.5	6.70
74.5	6.45
74.5	6.56
74.5	6.50
74.5	6.52
