USB4E00404_1:101		
345.868	-192.34	
346.082	-192.34	
346.296	-192.34	
346.51	-233.3	
346.724	-239.44	
346.937	-36.69	
347.151	-55.12	
347.365	71.85	
347.579	110.76	
347.793	37.03	
348.006	4.27	
348.22	-44.88	
348.434	41.13	
348.648	-18.26	
348.861	-65.36	
349.075	-18.26	
349.289	-26.45	
349.502	-51.03	
349.716	-22.36	
349.93	106.67	
350.143	102.57	
350.357	14.51	
350.571	-12.12	
350.784	75.95	
350.998	12.46	
351.212	61.61	
351.425	-96.08	
351.639	-24.4	
351.852	10.41	
352.066	82.09	
352.28	-55.12	
352.493	114.86	
352.707	-48.98	
352.92	8.36	
353.134	34.99	
353.347	43.18	
353.561	34.99	
353.774	-20.31	
353.988	24.75	
354.201	-5.97	
354.415	49.32	
354.628	-1.88	
354.841	-38.74	
355.055	-34.64	
355.268	-12.12	
355.482	-12.12	
355.695	-75.6	
355.908	-36.69	
356.122	16.55	
356.335	-89.94	
356.549	16.55	
356.762	-48.98	
356.975	-26.45	
357.189	20.65	
357.402	-81.75	
357.615	-32.6	
357.828	39.08	
358.042	-12.12	
358.255	-36.69	
358.468	-8.02	
358.682	-122.71	
358.895	-44.88	
359.108	-51.03	
359.321	-18.26	
359.534	2.22	
359.748	-46.93	
359.961	90.28	
360.174	32.94	
360.387	106.67	
360.6	-12.12	
360.813	18.6	
361.027	116.9	
361.24	-38.74	
361.453	6.31	
361.666	-112.47	
361.879	-81.75	
362.092	-40.79	
362.305	2.22	
362.518	2.22	
362.731	57.51	
362.944	6.31	
363.157	-81.75	
363.37	-20.31	
363.583	-22.36	
363.796	14.51	
364.009	-100.18	
364.222	-55.12	
364.435	30.89	
364.648	45.23	
364.861	-44.88	
365.074	-44.88	
365.287	-14.17	
365.5	-32.6	
365.713	-24.4	
365.926	90.28	
366.139	-1.88	
366.352	-10.07	
366.564	-73.56	
366.777	34.99	
366.99	47.27	
367.203	-116.56	
367.416	-22.36	
367.629	-36.69	
367.841	-24.4	
368.054	18.6	
368.267	-32.6	
368.48	-32.6	
368.693	-36.69	
368.905	4.27	
369.118	24.75	
369.331	10.41	
369.544	-89.94	
369.756	98.47	
369.969	-106.32	
370.182	-73.56	
370.394	-40.79	
370.607	-79.7	
370.82	-46.93	
371.032	32.94	
371.245	-110.42	
371.458	-75.6	
371.67	-61.27	
371.883	-10.07	
372.095	-89.94	
372.308	-85.84	
372.52	30.89	
372.733	69.8	
372.946	-73.56	
373.158	-14.17	
373.371	-14.17	
373.583	-77.65	
373.796	14.51	
374.008	-53.08	
374.221	-14.17	
374.433	-91.99	
374.646	-14.17	
374.858	100.52	
375.071	45.23	
375.283	-38.74	
375.495	-44.88	
375.708	8.36	
375.92	-18.26	
376.133	-122.71	
376.345	-102.23	
376.557	-14.17	
376.77	51.37	
376.982	77.99	
377.194	-94.04	
377.407	-77.65	
377.619	8.36	
377.831	-42.84	
378.044	57.51	
378.256	-3.93	
378.468	-75.6	
378.68	-32.6	
378.893	-12.12	
379.105	-51.03	
379.317	-28.5	
379.529	-53.08	
379.742	37.03	
379.954	-26.45	
380.166	-32.6	
380.378	-12.12	
380.59	-20.31	
380.803	-32.6	
381.015	-63.32	
381.227	41.13	
381.439	284.84	
381.651	49.32	
381.863	-53.08	
382.075	4.27	
382.287	-48.98	
382.499	18.6	
382.712	45.23	
382.924	-30.55	
383.136	57.51	
383.348	-130.9	
383.56	-20.31	
383.772	-26.45	
383.984	-94.04	
384.196	18.6	
384.408	-26.45	
384.62	22.7	
384.832	77.99	
385.044	-12.12	
385.255	-16.21	
385.467	22.7	
385.679	80.04	
385.891	-22.36	
386.103	-3.93	
386.315	-94.04	
386.527	-63.32	
386.739	-137.04	
386.951	63.66	
387.162	-20.31	
387.374	-20.31	
387.586	20.65	
387.798	-5.97	
388.01	34.99	
388.221	-18.26	
388.433	-3.93	
388.645	-34.64	
388.857	-100.18	
389.069	-63.32	
389.28	-1.88	
389.492	-16.21	
389.704	-30.55	
389.915	-3.93	
390.127	28.84	
390.339	-48.98	
390.55	-44.88	
390.762	-55.12	
390.974	69.8	
391.185	-57.17	
391.397	-75.6	
391.609	-48.98	
391.82	-3.93	
392.032	-34.64	
392.243	8.36	
392.455	-44.88	
392.667	-32.6	
392.878	-30.55	
393.09	-163.67	
393.301	28.84	
393.513	10.41	
393.724	-10.07	
393.936	-26.45	
394.147	-51.03	
394.359	-18.26	
394.57	-122.71	
394.782	-48.98	
394.993	18.6	
395.204	-22.36	
395.416	45.23	
395.627	-5.97	
395.839	20.65	
396.05	20.65	
396.261	-20.31	
396.473	-69.46	
396.684	16.55	
396.896	6.31	
397.107	-28.5	
397.318	-8.02	
397.529	-8.02	
397.741	0.17	
397.952	-1.88	
398.163	63.66	
398.375	80.04	
398.586	-12.12	
398.797	0.17	
399.008	-79.7	
399.22	63.66	
399.431	37.03	
399.642	24.75	
399.853	-51.03	
400.064	43.18	
400.276	61.61	
400.487	-22.36	
400.698	-28.5	
400.909	20.65	
401.12	-55.12	
401.331	-73.56	
401.542	59.56	
401.754	-38.74	
401.965	71.85	
402.176	59.56	
402.387	4.27	
402.598	-42.84	
402.809	-46.93	
403.02	-53.08	
403.231	-67.41	
403.442	-32.6	
403.653	-5.97	
403.864	6.31	
404.075	-57.17	
404.286	10.41	
404.497	28.84	
404.708	84.14	
404.919	-116.56	
405.13	0.17	
405.341	4.27	
405.551	43.18	
405.762	16.55	
405.973	-77.65	
406.184	-94.04	
406.395	-16.21	
406.606	53.42	
406.817	-10.07	
407.027	-36.69	
407.238	-30.55	
407.449	-8.02	
407.66	-26.45	
407.871	-3.93	
408.081	30.89	
408.292	49.32	
408.503	-77.65	
408.714	-14.17	
408.924	-69.46	
409.135	41.13	
409.346	-5.97	
409.556	-8.02	
409.767	-12.12	
409.978	-30.55	
410.188	65.71	
410.399	-30.55	
410.61	-34.64	
410.82	0.17	
411.031	-18.26	
411.242	-24.4	
411.452	-30.55	
411.663	-57.17	
411.873	43.18	
412.084	98.47	
412.295	-8.02	
412.505	-69.46	
412.716	-40.79	
412.926	28.84	
413.137	-102.23	
413.347	4.27	
413.558	65.71	
413.768	-53.08	
413.979	-5.97	
414.189	20.65	
414.399	-18.26	
414.61	-69.46	
414.82	-14.17	
415.031	14.51	
415.241	-36.69	
415.451	24.75	
415.662	43.18	
415.872	-5.97	
416.083	-10.07	
416.293	-40.79	
416.503	4.27	
416.714	-36.69	
416.924	20.65	
417.134	-16.21	
417.344	57.51	
417.555	37.03	
417.765	-151.38	
417.975	20.65	
418.186	-38.74	
418.396	41.13	
418.606	-61.27	
418.816	2.22	
419.026	30.89	
419.237	34.99	
419.447	16.55	
419.657	6.31	
419.867	-10.07	
420.077	18.6	
420.287	127.14	
420.497	-57.17	
420.708	45.23	
420.918	-53.08	
421.128	30.89	
421.338	-96.08	
421.548	26.79	
421.758	-61.27	
421.968	-28.5	
422.178	34.99	
422.388	-40.79	
422.598	-18.26	
422.808	-14.17	
423.018	77.99	
423.228	-24.4	
423.438	22.7	
423.648	-26.45	
423.858	77.99	
424.068	-32.6	
424.278	32.94	
424.488	-57.17	
424.698	57.51	
424.907	-12.12	
425.117	-48.98	
425.327	-44.88	
425.537	-55.12	
425.747	2.22	
425.957	73.9	
426.167	53.42	
426.376	86.19	
426.586	-51.03	
426.796	-91.99	
427.006	4.27	
427.216	49.32	
427.425	-91.99	
427.635	-83.8	
427.845	28.84	
428.054	-57.17	
428.264	14.51	
428.474	-22.36	
428.684	125.1	
428.893	-20.31	
429.103	-38.74	
429.313	26.79	
429.522	-44.88	
429.732	-53.08	
429.941	102.57	
430.151	12.46	
430.361	24.75	
430.57	47.27	
430.78	51.37	
430.989	-42.84	
431.199	32.94	
431.409	-40.79	
431.618	-28.5	
431.828	-77.65	
432.037	-67.41	
432.247	-28.5	
432.456	-100.18	
432.666	-3.93	
432.875	77.99	
433.084	63.66	
433.294	-73.56	
433.503	16.55	
433.713	6.31	
433.922	45.23	
434.132	-77.65	
434.341	-12.12	
434.55	-63.32	
434.76	-8.02	
434.969	-77.65	
435.178	-44.88	
435.388	47.27	
435.597	-77.65	
435.806	-28.5	
436.016	-143.19	
436.225	-89.94	
436.434	24.75	
436.643	-51.03	
436.853	-14.17	
437.062	-16.21	
437.271	43.18	
437.48	-40.79	
437.69	-145.24	
437.899	-85.84	
