# Plate Voltage(V) | Photocurrent(10^-8 A)
-4.00	-0.0022
-3.50	-0.0022
-3.00	-0.0022
-2.50	-0.0022
-2.00	-0.0023
-1.50	-0.0020
-1.00	0.0010
-0.50	0.0270
0.00	0.0703
0.50	0.1163
1.00	0.1625
1.50	0.2104
2.00	0.2605
2.50	0.3085
3.00	0.3508
3.50	0.3874
4.00	0.4285
-2.00	-0.0022
-1.90	-0.0022
-1.80	-0.0022
-1.70	-0.0022
-1.60	-0.0022
-1.50	-0.0022
-1.40	-0.0022
-1.30	-0.0017
-1.20	-0.0014
-1.10	-0.0004
-1.00	0.0011
-0.90	0.0038
-0.80	0.0077
-0.70	0.0130
-0.60	0.0198
-0.50	0.0273
-0.40	0.0354
-0.30	0.0441
-0.20	0.0527
-0.10	0.0618
0.00	0.0710
